,song_id,name_song,artist_id,name_artist,listOfNames2_artists,listOfNames_songs2,artistnames,trackName,trackID,albumID,artistIDs,explicit,popularity
6400,6400,S.O.S. Mozambique,2845,Dutch Artists Sing For Mozambique,['Dutch Artists Sing For Mozambique'],['S.O.S. Mozambique'],[None],,,,[None],,
8738,8738,Oh Diana,3845,E.Z.K,['E.Z.K'],['Oh Diana'],[None],,,,[None],,
10907,10908,Zoene! Zoene,4934,Earforce,['Earforce'],['Zoene! Zoene'],[None],,,,[None],,
2095,2095,Flamingo [Maxi-Single],1047,Earl Bostic,['Earl Bostic'],"['Flamingo [Maxi-Single]', 'Flamingo [Maxi']",[None],,,,[None],,
3625,3625,7 8th Avenue,745,Earth & Fire,"['Earth & Fire', 'Earth ', ' Fire']",['7 8th Avenue'],[None],,,,[None],,
5130,5130,Jack Is Back,745,Earth & Fire,"['Earth & Fire', 'Earth ', ' Fire']",['Jack Is Back'],[None],,,,[None],,
8111,8111,Alive & Kicking,3444,East Side Beat,['East Side Beat'],['Alive & Kicking'],[None],,,,[None],,
1282,1282,Het Stoomlied,648,Ed & Willem Bever,"['Ed & Willem Bever', 'Ed ', ' Willem Bever']",['Het Stoomlied'],[None],,,,[None],,
1706,1706,Ajax Zal Hem Raken,817,Ed en Willem Bever,"['Ed en Willem Bever', 'Ed ', ' Willem Bever']",['Ajax Zal Hem Raken'],[None],,,,[None],,
4442,4442,My Turn To Love You,2044,Eddy Grant,['Eddy Grant'],['My Turn To Love You'],[None],,,,[None],,
5452,5452,Soul chacha,2445,Eddy and The Soulband,"['Eddy and The Soulband', 'Eddy ', ' The Soulb']",['Soul chacha'],[None],,,,[None],,
11,11,Ik Moet Altijd Weer Opnieuw Aan Je Denken,11,Edwin Rutten,"['Edwin Rutten', 'Edwin Rutt', '']",['Ik Moet Altijd Weer Opnieuw Aan Je Denken'],[None],,,,[None],,
826,826,"Mamma, Oh Mamma",382,Egbert Douwe,['Egbert Douwe'],"['Mamma, Oh Mamma']",[None],,,,[None],,
9082,9082,The Voice,3993,Eimear Quinn,['Eimear Quinn'],['The Voice'],[None],,,,[None],,
1049,1049,5th Symphony Beethoven,519,Ekseption,['Ekseption'],['5th Symphony Beethoven'],[None],,,,[None],,
12085,12086,Lovesick,5082,EliZe,['EliZe'],['Lovesick'],[None],,,,[None],,
12160,12161,Hot stuff,5082,EliZe,['EliZe'],['Hot stuff'],[None],,,,[None],,
6683,6683,Love Lies,2968,Ellert,['Ellert'],['Love Lies'],[None],,,,[None],,
1292,1292,Karel,656,Elsje De Wijn,['Elsje De Wijn'],['Karel'],[None],,,,[None],,
3844,3844,No No Sheriff,1774,Emly Star,['Emly Star'],['No No Sheriff'],[None],,,,[None],,
3225,3225,I Really Had A Ball Last Night - Feelin' Single-Seein' Double,1448,Emmylou Harris,['Emmylou Harris'],"[""I Really Had A Ball Last Night - Feelin' Single-Seein' Double"", 'I Really Had A Ball Last Night ']",[None],,,,[None],,
7438,7438,Sadeness Part 1,3305,Enigma,['Enigma'],['Sadeness Part 1'],[None],,,,[None],,
12858,12859,Nights in white satin,5893,Erwin Nyhoff,['Erwin Nyhoff'],['Nights in white satin'],[None],,,,[None],,
8058,8058,Alles Naar De Kl--te,3552,Euromasters,['Euromasters'],"['Alles Naar De Kl--te', 'Alles Naar De Kl']",[None],,,,[None],,
1554,1554,Both Sides Now,793,Euson,['Euson'],['Both Sides Now'],[None],,,,[None],,
2299,2299,Life Is On My Side,793,Euson,['Euson'],['Life Is On My Side'],[None],,,,[None],,
2743,2743,Soap,793,Euson,['Euson'],['Soap'],[None],,,,[None],,
1370,1370,Vamos A Ver,694,Eva Gloria Lopèz,['Eva Gloria Lopèz'],['Vamos A Ver'],[None],,,,[None],,
3826,3826,In The Valley Back Home,1766,FM,['FM'],['In The Valley Back Home'],[None],,,,[None],,
1014,1014,Hallo Mijnheer De Uil,498,Fabeltjeskrant,['Fabeltjeskrant'],['Hallo Mijnheer De Uil'],[None],,,,[None],,
9803,9803,Will You Still Love Me,4370,Fabienne,"['Fabienne', 'Fabi', 'ne']",['Will You Still Love Me'],[None],,,,[None],,
3983,3983,The Story Of Buddy Holly,1841,Familee,['Familee'],['The Story Of Buddy Holly'],[None],,,,[None],,
1350,1350,A Sunny Day,683,Ferrari,['Ferrari'],['A Sunny Day'],[None],,,,[None],,
1626,1626,The Girl I Need,683,Ferrari,['Ferrari'],['The Girl I Need'],[None],,,,[None],,
1974,1974,You Are Mine,683,Ferrari,['Ferrari'],['You Are Mine'],[None],,,,[None],,
2836,2836,Sailor Boy,683,Ferrari,['Ferrari'],['Sailor Boy'],[None],,,,[None],,
2952,2952,Woogie Boogie,683,Ferrari,['Ferrari'],['Woogie Boogie'],[None],,,,[None],,
6355,6355,Let It Be,2824,Ferry Aid,['Ferry Aid'],['Let It Be'],[None],,,,[None],,
1635,1635,Maybe I'm Amazed,842,Fickle Pickle,['Fickle Pickle'],"[""Maybe I'm Amazed""]",[None],,,,[None],,
1841,1841,California Calling,842,Fickle Pickle,['Fickle Pickle'],['California Calling'],[None],,,,[None],,
10999,11000,Spread Love,4979,Fight Club & Laurent Konrad,"['Fight Club & Laurent Konrad', 'Fight Club ', ' Laurent Konrad', 'Fight Club & Laur', 't Konrad']",['Spread Love'],[None],,,,[None],,
5413,5413,Let No Man Put Us Under,1669,First Choice,['First Choice'],['Let No Man Put Us Under'],[None],,,,[None],,
3640,3640,La Paloma,1675,Fischer Chöre,['Fischer Chöre'],['La Paloma'],[None],,,,[None],,
1447,1447,There He Comes,741,Flashback,['Flashback'],['There He Comes'],[None],,,,[None],,
12320,12321,Als zij langs loopt,5612,Flinke Namen,"['Flinke Namen', 'Flinke Nam', '']",['Als zij langs loopt'],[None],,,,[None],,
6102,6102,That's What They Say About Love,2724,Flip,['Flip'],"[""That's What They Say About Love""]",[None],,,,[None],,
2477,2477,Going Back In Time,1187,Fools,['Fools'],['Going Back In Time'],[None],,,,[None],,
11941,11942,Toca's Miracle [Richard Durand Remix Edit],5436,Fragma,['Fragma'],"[""Toca's Miracle [Richard Durand Remix Edit]""]",[None],,,,[None],,
1026,1026,"Je N'aurai Pas Le Temps (Thema Uit De T.V. Serie ""Mens Durf Te Leven"")",505,Franck Pourcel,['Franck Pourcel'],"['Je N\'aurai Pas Le Temps (Thema Uit De T.V. Serie ""Mens Durf Te Leven"")', ""Je N'aurai Pas Le Temps "", 'Thema Uit De T.V. Serie ""Mens Durf Te Leven""', 'Je N\'aurai Pas Le Temps Thema Uit De T.V. Serie ""Mens Durf Te Leven""']",[None],,,,[None],,
5376,5376,In 't Diepst Van Je Hart,1162,Frank & Mirella,"['Frank & Mirella', 'Frank ', ' Mirella']","[""In 't Diepst Van Je Hart""]",[None],,,,[None],,
5674,5674,"Stille Liefde, Stil Verdriet",1162,Frank & Mirella,"['Frank & Mirella', 'Frank ', ' Mirella']","['Stille Liefde, Stil Verdriet']",[None],,,,[None],,
9639,9639,Show Me ,4279,Frank 'O Moiraghi & Amnesia,"[""Frank 'O Moiraghi & Amnesia"", ""Frank 'O Moiraghi "", ' Amnesia']",['Show Me '],[None],,,,[None],,
6064,6064,The Way To Love / Het Is Nog Niet Te Laat,2705,Frank Affolter,['Frank Affolter'],"['The Way To Love ', ' Het Is Nog Niet Te Laat']",[None],,,,[None],,
6031,6031,Remember The Good Times,2692,Frank Ashton,['Frank Ashton'],['Remember The Good Times'],[None],,,,[None],,
6509,6509,Welkom In Utopia 2,2355,Frank Boeijen Groep,"['Frank Boeijen Groep', 'Frank Boeij', ' Groep']",['Welkom In Utopia 2'],[None],,,,[None],,
6045,6045,It Was Love,2697,Frank Duval & Kalina Maloyer,"['Frank Duval & Kalina Maloyer', 'Frank Duval ', ' Kalina Maloyer']",['It Was Love'],[None],,,,[None],,
9283,9283,Al Camino De La Vida / Door Veel Van Mij Te Houden,4098,Frank Galan & Sandra Kim,"['Frank Galan & Sandra Kim', 'Frank Galan ', ' Sandra Kim', 'Frank Galan & S', 'ra Kim']","['Al Camino De La Vida ', ' Door Veel Van Mij Te Houden']",[None],,,,[None],,
2975,2975,I Believe I'm Gonna Love You,193,Frank Sinatra,['Frank Sinatra'],"[""I Believe I'm Gonna Love You""]",[None],,,,[None],,
7572,7572,Grease The Dream Mix,3359,Frankie Valli & John Travolta & Olivia Newton-John,"['Frankie Valli & John Travolta & Olivia Newton-John', 'Frankie Valli & John Travolta & Olivia Newton', 'John', 'Frankie Valli ', ' John Travolta ']",['Grease The Dream Mix'],[None],,,,[None],,
7491,7491,De Kreten-Kraker,2297,Franky Boy,['Franky Boy'],"['De Kreten-Kraker', 'De Kreten']",[None],,,,[None],,
8386,8386,Konte Bonke,2297,Franky Boy,['Franky Boy'],['Konte Bonke'],[None],,,,[None],,
5742,5742,Het Grote Reclamelied,2567,Frans Peters en Het Sterrenteam,"['Frans Peters en Het Sterrenteam', 'Frans Peters ', ' Het Sterr']",['Het Grote Reclamelied'],[None],,,,[None],,
7567,7567,Nuit,3357,Fredericks Goldman Jones,['Fredericks Goldman Jones'],['Nuit'],[None],,,,[None],,
5260,5260,I O U,2371,Freeez,['Freeez'],['I O U'],[None],,,,[None],,
6656,6656,Play It Cool,2952,Freiheit,['Freiheit'],['Play It Cool'],[None],,,,[None],,
6463,6463,Second Chance,2710,Frizzle Sizzle,['Frizzle Sizzle'],['Second Chance'],[None],,,,[None],,
2719,2719,Kaap'ren Varen,1282,Fungus,['Fungus'],"[""Kaap'ren Varen""]",[None],,,,[None],,
6790,6790,Dancin' Easy,3024,Funhouse,['Funhouse'],"[""Dancin' Easy""]",[None],,,,[None],,
9199,9199,I Want You Boy,4054,Furia II,['Furia II'],['I Want You Boy'],[None],,,,[None],,
4856,4856,I'm Not Afraid Of The Future,2216,Future World Orchestra,['Future World Orchestra'],"[""I'm Not Afraid Of The Future""]",[None],,,,[None],,
5354,5354,Manhattan,2408,G'race,"[""G'race""]",['Manhattan'],[None],,,,[None],,
5466,5466,Dr. Rhythm,2408,G'race,"[""G'race""]",['Dr. Rhythm'],[None],,,,[None],,
5573,5573,Jay-O-Dee,2408,G'race,"[""G'race""]","['Jay-O-Dee', 'Jay']",[None],,,,[None],,
9314,9314,Love U Hardcore,4070,Gabber Piet,['Gabber Piet'],['Love U Hardcore'],[None],,,,[None],,
9268,9268,Klappus In Je Handjes,4089,Gabber Wijffie,['Gabber Wijffie'],['Klappus In Je Handjes'],[None],,,,[None],,
1784,1784,Eenmaal Kom Je Toch Weer Bij Mij,912,Gaby Dirne presenteert: Duo de Koning en de Notenzaaiers,"['Gaby Dirne presenteert: Duo de Koning en de Notenzaaiers', 'Gaby Dirne pres', 'teert: Duo de Koning ']",['Eenmaal Kom Je Toch Weer Bij Mij'],[None],,,,[None],,
1484,1484,"Bella, Bella, Donna",762,Gaby Dirne presents: The Valentino's,"[""Gaby Dirne presents: The Valentino's"", 'Gaby Dirne pres', 'ts: The Val']","['Bella, Bella, Donna']",[None],,,,[None],,
1915,1915,We Nemen Er Nog Een (We Nemen Er Nog Twee),972,Gebroeders Grim,['Gebroeders Grim'],"['We Nemen Er Nog Een (We Nemen Er Nog Twee)', 'We Nemen Er Nog Een ', 'We Nemen Er Nog Twee', 'We Nemen Er Nog Een We Nemen Er Nog Twee']",[None],,,,[None],,
3925,3925,Meissie Van Alle Dag (Mina),1811,Gebroeders Grimm,['Gebroeders Grimm'],"['Meissie Van Alle Dag (Mina)', 'Meissie Van Alle Dag ', 'Mina', 'Meissie Van Alle Dag Mina']",[None],,,,[None],,
944,944,Henry The Horse,466,Gee Bros,['Gee Bros'],['Henry The Horse'],[None],,,,[None],,
11279,11280,Una Paloma Blanca 2005 (Vet Hard Remix) - Titelsong Van De Film Vet Hard,1705,George Baker,['George Baker'],"['Una Paloma Blanca 2005 (Vet Hard Remix) - Titelsong Van De Film Vet Hard', 'Una Paloma Blanca 2005 ', 'Una Paloma Blanca 2005 (Vet Hard Remix) ', 'Vet Hard Remix', 'Una Paloma Blanca 2005 Vet Hard Remix - Titelsong Van De Film Vet Hard']",[None],,,,[None],,
5053,5053,When We're Dancing,609,George Baker Selection,['George Baker Selection'],"[""When We're Dancing""]",[None],,,,[None],,
6421,6421,Viva America,609,George Baker Selection,['George Baker Selection'],['Viva America'],[None],,,,[None],,
6530,6530,Bella Maria,609,George Baker Selection,['George Baker Selection'],['Bella Maria'],[None],,,,[None],,
2681,2681,I Can't Leave You Alone,1269,George McGrae,['George McGrae'],"[""I Can't Leave You Alone""]",[None],,,,[None],,
7922,7922,Toofunky,2524,George Michael,['George Michael'],['Toofunky'],[None],,,,[None],,
5863,5863,Blackstar,2618,Georgie Davis,['Georgie Davis'],['Blackstar'],[None],,,,[None],,
11227,11228,Live At The ArenA,5088,Gerard & Rene & Gordon,"['Gerard & Rene & Gordon', 'Gerard ', ' Rene ', 'Gerard & R', 'e & Gordon']",['Live At The ArenA'],[None],,,,[None],,
11610,11611,Wir Sind Die Holländer,5276,Gerard & Rene & Gordon ,"['Gerard & Rene & Gordon ', 'Gerard ', ' Rene ', 'Gerard & R', 'e & Gordon ']",['Wir Sind Die Holländer'],[None],,,,[None],,
645,645,De Kinderen Zijn Niet Schuldig,330,Gerard De Vries,['Gerard De Vries'],['De Kinderen Zijn Niet Schuldig'],[None],,,,[None],,
6379,6379,Midnight To Midnight,2601,Gerard Joling,['Gerard Joling'],['Midnight To Midnight'],[None],,,,[None],,
6832,6832,Read My Lips,2601,Gerard Joling,['Gerard Joling'],['Read My Lips'],[None],,,,[None],,
7077,7077,Stay In My Life,2601,Gerard Joling,['Gerard Joling'],['Stay In My Life'],[None],,,,[None],,
7381,7381,Corazón,2601,Gerard Joling,['Gerard Joling'],['Corazón'],[None],,,,[None],,
7651,7651,Tu Solo Tu,2601,Gerard Joling,['Gerard Joling'],['Tu Solo Tu'],[None],,,,[None],,
10579,10580,At Your Service,4773,Gerard Joling & Jan Rietman,"['Gerard Joling & Jan Rietman', 'Gerard Joling ', ' Jan Rietman']",['At Your Service'],[None],,,,[None],,
1114,1114,Een Klomp Met Een Zeiltje,462,Gert,['Gert'],['Een Klomp Met Een Zeiltje'],[None],,,,[None],,
1188,1188,Grootpapa,462,Gert,['Gert'],['Grootpapa'],[None],,,,[None],,
6,6,In Der Mondhelle Nacht,6,Gert,['Gert'],['In Der Mondhelle Nacht'],[None],,,,[None],,
4189,4189,Einsamer Hirte,1933,Gheorghe Zamfir met Orkest o.l.v. James Last,['Gheorghe Zamfir met Orkest o.l.v. James Last'],['Einsamer Hirte'],[None],,,,[None],,
5753,5753,Yaki Taki Oowah!,2570,Gigantjes,['Gigantjes'],['Yaki Taki Oowah!'],[None],,,,[None],,
8674,8674,Geef Me Hoop Jomanda,3813,Gijp,['Gijp'],['Geef Me Hoop Jomanda'],[None],,,,[None],,
3123,3123,Why Don't You Do It?,1447,Gilla,['Gilla'],"[""Why Don't You Do It?""]",[None],,,,[None],,
3423,3423,"Help, Help!",1447,Gilla,['Gilla'],"['Help, Help!']",[None],,,,[None],,
4044,4044,We Gotta Get Out Of This Place,1447,Gilla,['Gilla'],['We Gotta Get Out Of This Place'],[None],,,,[None],,
3531,3531,Gentlemen Callers Not Allowed,1629,Gilla & Bobby,"['Gilla & Bobby', 'Gilla ', ' Bobby']",['Gentlemen Callers Not Allowed'],[None],,,,[None],,
4436,4436,Blind Date,2040,Ginger,['Ginger'],['Blind Date'],[None],,,,[None],,
1247,1247,The Flood,630,Ginger Ale,['Ginger Ale'],['The Flood'],[None],,,,[None],,
1764,1764,Scoobidad,630,Ginger Ale,['Ginger Ale'],['Scoobidad'],[None],,,,[None],,
3604,3604,Home Is Where The Heart Is,1175,Gladys Knight and The Pips,"['Gladys Knight and The Pips', 'Gladys Knight ', ' The Pips']",['Home Is Where The Heart Is'],[None],,,,[None],,
2066,2066,In The Mood,1034,Glenn Miller Orchestra Directed By Buddy De Franco,"['Glenn Miller Orchestra Directed By Buddy De Franco', 'Gl', 'n Miller Orchestra Directed By Buddy De Franco']",['In The Mood'],[None],,,,[None],,
11310,11311,My Impossible Dream,3792,Glennis Grace,"['Glennis Grace', 'Gl', 'nis Grace']",['My Impossible Dream'],[None],,,,[None],,
6620,6620,A Little Piece Of Heaven,1952,Godley & Creme,"['Godley & Creme', 'Godley ', ' Creme']",['A Little Piece Of Heaven'],[None],,,,[None],,
11317,11318,Chagrijn,5128,Goedemorgen Gordon,"['Goedemorgen Gordon', 'Goedemorg', ' Gordon']",['Chagrijn'],[None],,,,[None],,
3785,3785,Making Up Again,1748,Goldie,['Goldie'],['Making Up Again'],[None],,,,[None],,
613,613,Alle Leuke Jongens Willen Vrijen,322,Gonnie Baars,['Gonnie Baars'],['Alle Leuke Jongens Willen Vrijen'],[None],,,,[None],,
10231,10232,Ongelofelijk,4587,Good Times,['Good Times'],['Ongelofelijk'],[None],,,,[None],,
9494,9494,If You Walk Away,4212,Goodfellaz,['Goodfellaz'],['If You Walk Away'],[None],,,,[None],,
1411,1411,Go Back,720,Grabby Appleton,['Grabby Appleton'],['Go Back'],[None],,,,[None],,
4068,4068,Sunburn,1884,Graham Gouldman,['Graham Gouldman'],['Sunburn'],[None],,,,[None],,
10123,10123,Let The Music Be Your Guide,4536,Grooveyard & Michel De Hey,"['Grooveyard & Michel De Hey', 'Grooveyard ', ' Michel De Hey']",['Let The Music Be Your Guide'],[None],,,,[None],,
910,910,Ciao Baby,452,Group Check,['Group Check'],['Ciao Baby'],[None],,,,[None],,
3130,3130,Alley Oop,1452,Groupies Delite & The Sandwich Band,"['Groupies Delite & The Sandwich Band', 'Groupies Delite ', ' The Sandwich Band', 'Groupies Delite & The S', 'wich B']",['Alley Oop'],[None],,,,[None],,
4077,4077,Canyon To Canyon,1886,Gus Williams,['Gus Williams'],['Canyon To Canyon'],[None],,,,[None],,
7477,7477,I Wanna Get With U,3323,Guy,['Guy'],['I Wanna Get With U'],[None],,,,[None],,
3438,3438,You're My World,1584,Guys 'n' Dolls,"[""Guys 'n' Dolls""]","[""You're My World""]",[None],,,,[None],,
3501,3501,Mamacita,1584,Guys 'n' Dolls,"[""Guys 'n' Dolls""]",['Mamacita'],[None],,,,[None],,
3603,3603,Angel Of The Morning,1584,Guys 'n' Dolls,"[""Guys 'n' Dolls""]",['Angel Of The Morning'],[None],,,,[None],,
4087,4087,How Do You Mend A Broken Heart,1584,Guys 'n' Dolls,"[""Guys 'n' Dolls""]",['How Do You Mend A Broken Heart'],[None],,,,[None],,
4294,4294,Our Song,1584,Guys 'n' Dolls,"[""Guys 'n' Dolls""]",['Our Song'],[None],,,,[None],,
4420,4420,Love Lost In A Day,1584,Guys 'n' Dolls,"[""Guys 'n' Dolls""]",['Love Lost In A Day'],[None],,,,[None],,
10455,10456,Country Roads,4712,HHB International,['HHB International'],['Country Roads'],[None],,,,[None],,
6177,6177,Holland Rep,2758,Haagse Harry en Hollandscheveldse Hendrik,"['Haagse Harry en Hollandscheveldse Hendrik', 'Haagse Harry en Holl', 'scheveldse Hendrik', 'Haagse Harry ', ' Hollandscheveldse H']",['Holland Rep'],[None],,,,[None],,
9278,9278,Supergabber,4057,Hakkûhbar,['Hakkûhbar'],['Supergabber'],[None],,,,[None],,
1449,1449,The Bull And I,743,Hal Dorado,['Hal Dorado'],['The Bull And I'],[None],,,,[None],,
2486,2486,240024,743,Hal Dorado,['Hal Dorado'],['240024'],[None],,,,[None],,
1922,1922,Pak Me Dan (Als Je Kan),976,Han Grevelt,['Han Grevelt'],"['Pak Me Dan (Als Je Kan)', 'Pak Me Dan ', 'Als Je Kan', 'Pak Me Dan Als Je Kan']",[None],,,,[None],,
4840,4840,"Jij Daar, In De Radio",2207,Hank B. Memphis,['Hank B. Memphis'],"['Jij Daar, In De Radio']",[None],,,,[None],,
4313,4313,Crazy Guitar,1995,Hank The Knife & The Crazy Cats,"['Hank The Knife & The Crazy Cats', 'Hank The Knife ', ' The Crazy Cats']",['Crazy Guitar'],[None],,,,[None],,
3169,3169,Yesterday Star,1320,Hank The Knife and The Jets,"['Hank The Knife and The Jets', 'Hank The Knife ', ' The Jets']",['Yesterday Star'],[None],,,,[None],,
3302,3302,Crazy Cat,1320,Hank The Knife and The Jets,"['Hank The Knife and The Jets', 'Hank The Knife ', ' The Jets']",['Crazy Cat'],[None],,,,[None],,
2957,2957,"Marie Luise/ Want Alleen Is Maar Alleen (Ach, Heinrich)",1386,Hanny & Frans en De Rekels,"['Hanny & Frans en De Rekels', 'Hanny ', ' Frans en De Rekels', 'Hanny & Frans ', ' De Rekels']","['Marie Luise', ' Want Alleen Is Maar Alleen (Ach, Heinrich)']",[None],,,,[None],,
2664,2664,"Oh, Wat Een Nacht",1028,Hanny en De Rekels,"['Hanny en De Rekels', 'Hanny ', ' De Rekels']","['Oh, Wat Een Nacht']",[None],,,,[None],,
5099,5099,Een Vrouw Zoals Jij,2301,Hans De Booy,['Hans De Booy'],['Een Vrouw Zoals Jij'],[None],,,,[None],,
5403,5403,Thuis Ben,2301,Hans De Booy,['Hans De Booy'],['Thuis Ben'],[None],,,,[None],,
9295,9295,Hep Ie Luis?,4106,Hans Kraay Jr.,['Hans Kraay Jr.'],['Hep Ie Luis?'],[None],,,,[None],,
9330,9330,Er Zal D'r Altijd Eentje Winnen,4123,Hans Kraay Jr. & Supporters United,"['Hans Kraay Jr. & Supporters United', 'Hans Kraay Jr. ', ' Supporters United']","[""Er Zal D'r Altijd Eentje Winnen""]",[None],,,,[None],,
8457,8457,We Gaan Met Z'n Allen Naar Amerika,3724,Hans Versnel,['Hans Versnel'],"[""We Gaan Met Z'n Allen Naar Amerika""]",[None],,,,[None],,
6631,6631,Tiet Veur 'Un Pafke!,2938,Harko + Pao,['Harko + Pao'],"[""Tiet Veur 'Un Pafke!""]",[None],,,,[None],,
2548,2548,Morning D.J. Of W.O.L.D,1220,Harry Chapin,['Harry Chapin'],['Morning D.J. Of W.O.L.D'],[None],,,,[None],,
10057,10057,Één Twee Drie Vier Dennis Bier,4500,Harry Vermeegen,"['Harry Vermeegen', 'Harry Vermeeg', '']",['Één Twee Drie Vier Dennis Bier'],[None],,,,[None],,
6086,6086,Stars,2714,Hear 'n Aid,"[""Hear 'n Aid""]",['Stars'],[None],,,,[None],,
1284,1284,Fat Jack,650,Hearts Of Soul,['Hearts Of Soul'],['Fat Jack'],[None],,,,[None],,
3397,3397,De Mallemolen,1569,Heddy Lester,['Heddy Lester'],['De Mallemolen'],[None],,,,[None],,
3695,3695,Und Das Alles Nur Weil Wir Uns Lieben,1701,Hein Simons,['Hein Simons'],['Und Das Alles Nur Weil Wir Uns Lieben'],[None],,,,[None],,
1692,1692,Vlammetjes,874,Helga,['Helga'],['Vlammetjes'],[None],,,,[None],,
2052,2052,Niemand Heeft Je Ooit Gezien,874,Helga,['Helga'],['Niemand Heeft Je Ooit Gezien'],[None],,,,[None],,
58,58,Bergen Van Tirol,45,Helma & Selma,"['Helma & Selma', 'Helma ', ' Selma']",['Bergen Van Tirol'],[None],,,,[None],,
1209,1209,Harm Met De Harp,608,Henk Elsink,"['Henk Elsink', 'H', 'k Elsink']",['Harm Met De Harp'],[None],,,,[None],,
1505,1505,Supporter,608,Henk Elsink,"['Henk Elsink', 'H', 'k Elsink']",['Supporter'],[None],,,,[None],,
7898,7898,Waar Ze Loopt Te Wandelen,3494,Henk Westbroek,"['Henk Westbroek', 'H', 'k Westbroek']",['Waar Ze Loopt Te Wandelen'],[None],,,,[None],,
6255,6255,Later Als Je Groot Bent,2784,Henny Huisman,"['Henny Huisman', 'H', 'ny Huisman']",['Later Als Je Groot Bent'],[None],,,,[None],,
8862,8862,Snuitje,2784,Henny Huisman,"['Henny Huisman', 'H', 'ny Huisman']",['Snuitje'],[None],,,,[None],,
5939,5939,Reach Out And Touch,2650,Henny Huisman & Soundmixers Voor Zonnebloem,"['Henny Huisman & Soundmixers Voor Zonnebloem', 'Henny Huisman & Soundmi', 'ers Voor Zonnebloem', 'Henny Huisman ', ' Soundmixers Voor Zonnebloem', 'H', 'ny Huisman & Soundmixers Voor Zonnebloem']",['Reach Out And Touch'],[None],,,,[None],,
5521,5521,Tattoo Song,2482,Herman Brood & The Wild Romance,"['Herman Brood & The Wild Romance', 'Herman Brood ', ' The Wild Romance']",['Tattoo Song'],[None],,,,[None],,
1306,1306,Feijenoord!,662,Het 1e Elftal Van Feijenoord,"['Het 1e Elftal Van Feijenoord', 'Het 1e Elftal Van Feij', 'oord']",['Feijenoord!'],[None],,,,[None],,
18,18,Hup Hup Hup,16,Het Cocktail Trio,['Het Cocktail Trio'],['Hup Hup Hup'],[None],,,,[None],,
185,185,Wie Heeft De Sleutel Van De Juke-Box Gezien?,16,Het Cocktail Trio,['Het Cocktail Trio'],"['Wie Heeft De Sleutel Van De Juke-Box Gezien?', 'Wie Heeft De Sleutel Van De Juke']",[None],,,,[None],,
2203,2203,Lief Zijn Voor Elkaar,16,Het Cocktail Trio,['Het Cocktail Trio'],['Lief Zijn Voor Elkaar'],[None],,,,[None],,
3758,3758,Joost Mag Het Weten,1733,Het Nederlands Artiestenkoor,"['Het Nederlands Artiestenkoor', 'Het Nederl', 's Artiestenkoor', 'Het Nederlands Artiest', 'koor']",['Joost Mag Het Weten'],[None],,,,[None],,
2865,2865,Zoek Je Zelf,1338,Het Simplisties Verbond,['Het Simplisties Verbond'],['Zoek Je Zelf'],[None],,,,[None],,
3080,3080,Stoont Als Een Garnaal,1338,Het Simplisties Verbond,['Het Simplisties Verbond'],['Stoont Als Een Garnaal'],[None],,,,[None],,
3565,3565,Adé M'n Kleine Paloma,1646,Het Sneeuwbaltrio,['Het Sneeuwbaltrio'],"[""Adé M'n Kleine Paloma""]",[None],,,,[None],,
3821,3821,Round In Circles,1598,Highlight,['Highlight'],['Round In Circles'],[None],,,,[None],,
4947,4947,"Kiddy Kiddy, Kiss Me",2244,Highway,['Highway'],"['Kiddy Kiddy, Kiss Me']",[None],,,,[None],,
2089,2089,Summertime Summertime,1043,Hobby Horse,['Hobby Horse'],['Summertime Summertime'],[None],,,,[None],,
7931,7931,Aanvallen,3505,HousEK'92,"[""HousEK'92""]",['Aanvallen'],[None],,,,[None],,
2849,2849,Song Of Praise,1330,Husky,['Husky'],['Song Of Praise'],[None],,,,[None],,
2995,2995,Give It Up,1330,Husky,['Husky'],['Give It Up'],[None],,,,[None],,
3198,3198,Pretty Little Linda,1330,Husky,['Husky'],['Pretty Little Linda'],[None],,,,[None],,
2495,2495,'t Geeft Allemaal Niks,1192,Hydra,['Hydra'],"[""'t Geeft Allemaal Niks""]",[None],,,,[None],,
2742,2742,Marietje (Want In Het Bos Daar Zijn De Jagers),1192,Hydra,['Hydra'],"['Marietje (Want In Het Bos Daar Zijn De Jagers)', 'Marietje ', 'Want In Het Bos Daar Zijn De Jagers', 'Marietje Want In Het Bos Daar Zijn De Jagers']",[None],,,,[None],,
3072,3072,Als Het Gras Twee Kontjes Hoog Is,1192,Hydra,['Hydra'],['Als Het Gras Twee Kontjes Hoog Is'],[None],,,,[None],,
8863,8863,Het Busje Komt Zo,3902,Höllenboer,"['Höllenboer', 'Höll', 'boer']",['Het Busje Komt Zo'],[None],,,,[None],,
6112,6112,In The Middle Of The Night,2729,I've Got The Bullets,"[""I've Got The Bullets""]",['In The Middle Of The Night'],[None],,,,[None],,
11544,11545,Uit De Schaduw,5244,Is Ook Schitterend,"['Is Ook Schitterend', 'Is Ook Schitter', 'd']",['Uit De Schaduw'],[None],,,,[None],,
12162,12163,Red light,5543,Ian Carey,['Ian Carey'],['Red light'],[None],,,,[None],,
12826,12827,Do luv 2 luv u,5872,Ilse,['Ilse'],['Do luv 2 luv u'],[None],,,,[None],,
