artistnames,trackName,trackID,albumID,artistIDs,firstNotation,lastNotation,amountOfNotations
['the kinks'],See My Friend,7KyKvkwUv7YojtOxKey5TN,6mOPAHbzKCorXUdT5YUkFe,['1SQRv42e4PjEYfPhS0Tk9E'],1965,1965,6
"[""herman's hermits""]",I'm Henery The Eighth I Am,7goYWv23g1DALXGqinidGY,6HebnAKH72JonslBd1cMnb,['48YxSlb23RAaCd4RyHcV9V'],1965,1965,3
['cliff richard'],Angel - 2002 Remastered Version,6Yc2bkiq8EMbNuOKIuWabp,66tdakDRt0qVv2dnEjr5KK,['2nvKpWcP8etYTq4JrRiUiy'],1965,1965,2
['the righteous brothers'],Unchained Melody,5RWcE4Poc4Un93zzhwKvrK,4DqpBtVog6v7Tfg904kHNF,['4b0WsB47XCa9F83BmwQ7WX'],1965,1965,23
['donovan'],Universal Soldier,78NYkSHX5zt3yazfGbMBu4,54SKivSZGPzkNUcEaHANtV,['6vLlQYujOujIrm7zAKzEdG'],1965,1965,13
['manfred mann'],The One in the Middle,3bZgT6NLyImvZ1TcB5v132,3RXaIRJoHYTCXeeb52SDNs,['5670CyWrIOA7702gNjsGMZ'],1965,1965,2
['the honeycombs'],That's The Way,2kWCIbSv7p1tqnrCNJQkIA,5X3sTlmiH1KvNUagjUGjMr,['2322gLwXvyJa6PejhOWQEH'],1965,1965,3
['marianne faithfull'],Summer Nights,7edeErKrAHq7NTipWyuWlu,578zPbhJGJKggSfWNQijFe,['7mlge4peaoNgzTsY6M32RB'],1965,1965,7
['the shadows'],Don't Make My Baby Blue - 1995 Remastered Version,4Kr6zdp5thesaEuFDbmhHP,2boc1c2fe79eGVODNidGNC,['03hfAxVdAWj7kxDnSG0fLD'],1965,1965,2
['the beach boys'],California Girls,6bJuuCtXYiwOcKT9s8uRh8,13f845bYjx8MUVF2bl1uJ0,['3oDbviiivRWhXwIE8hxkVV'],1965,1965,4
['billy joe royal'],Down in the Boondocks,2wTdZ6wy0AJp5LcYzWcVt5,0Bf7v7RTkbrXDgs3T2SWh7,['4WFTfNjxQYskBioYk39r9n'],1965,1965,7
['johnny hoes & de stadiongangers'],Feyenoord Polonaise,38nioqOhQDH81bPWNTKHJO,57qkiB3A9FRblcMcHSWxcQ,['3IQp39828ddyV1caKYBh1Q'],1965,1965,4
['roy orbison'],Ride Away - Remastered 2015,5Yk00noy73QBlKoXCmxQQA,3A6r08UYpxAQ7o792DxBmD,['0JDkhL4rjiPNEp92jAgJnS'],1965,1965,7
['jimmy fontana'],Il mondo,1ZCNdktzp1jXQtuQdS0yek,4sawYnXim24YO7baFpah4y,['6YvCTF77M8f4Nq3IqoWvtz'],1965,1965,1
['jonathan king'],Everyone's Gone To The Moon,3tuup6TfHtbNdqlbF01HrX,067cxQvB48zOLVUBuMdg3b,['1bvo51530qqjHyHapoE7N2'],1965,1965,1
['barry mcguire'],Eve Of Destruction,1Zi2ezNOqt9y9irC11xYpN,1ue4XKSgfovqJp8wgoyaOX,['6xdkfNRMtBzeu7t4wyum2X'],1965,1965,13
['christophe'],Aline,3Sju0jbR35bTfajNgbkgFy,5vp7Y6bJSUc2maDl3SFywe,['6MmRTVIPIe35OsFqWgRKQJ'],1965,1965,9
['shawn elliott'],Shame And Scandal In The Family,7M965HBRAqQoNjI5fSzDVm,6KRBqK0UvfDCATk8ORdC73,['25VX1fPZqT4pzhGbFguTYR'],1965,1965,17
['ria valk'],Als Ik De Golven Aan Het Strand Zie,20j057asFeMXWdwDh2Rnxk,0rk7Gx7tF1VHEkXAaIHW8C,['087pgpL9oSvARP9nTP7x5j'],1965,1965,15
['the hollies'],Look Through Any Window,3PWGOe61M4iHWPkhOo0yoT,0pwTBEMVUYruspemPFnwSp,['6waa8mKu91GjzD4NlONlNJ'],1965,1965,9
['the tielman brothers'],My Maria,55tycSvFcOF1F97FJJGxVH,4LnzI1eIwllFlu5OBFxAM3,['1q5NERlWXdp2AobgRQwKNj'],1965,1965,6
['herv„© vilard'],Capri c'est fini,2NSRCbvV9CaRUN8zJauMOl,1NfRNf2XlZul9LzaaPna2u,['1HkC0LOaynhYSGcNklyIcd'],1965,1965,17
['sonny bono'],Laugh At Me - Single Version,1TdmzgmdjrKQjJWk4jTGlO,5yzgzivi3L7IK2VNdYgmlk,['4ui9JwXE5MHylLzpsoiEhr'],1965,1965,4
['sonny & cher'],Baby Don't Go,1DM97JJjBJShdMuWI0B5L9,6u0hje9wiXn8QdSbaeEt89,['71lGEtP9qYXDsSXjfexTqO'],1965,1965,7
['the shamrocks'],Cadillac,5HDwIHT7fkHuKzbZ5j78i3,21qBdPz837VDErL5EKxGbA,['4PlyiNI2De6AShyHbsCmJX'],1965,1965,18
['the everly brothers'],Love Is Strange,5muCf2hwJ5r9mt7FsDGbLI,3O0QXvFFIzwahliBm6uzyw,['4ACplpEqD6JIVgKrafauzs'],1965,1965,11
['ramsey lewis trio'],"The ""In"" Crowd - Live (1965/Bohemian Caverns)",0srm8RgwUfBvwdXKvkyDlT,6Aqt3LQ6eYtI9QjkncsoCe,['4jZOiPysIzYxbDcDEOZmhu'],1965,1965,12
['the beatles'],Yesterday - Remastered,1e0hllQ23AG0QGFgezgLOq,19K3IHYeVkUTjcBHGfbCOi,['3WrFJ7ztbogyGnTHbHJFl2'],1965,1965,23
['barbra streisand'],People - Live 2016,4XpwEPpm1kRRaluYP85Lld,2DskdyZPesrhrpdEik347c,['7jmTilWYlKOuavFfmQAcu6'],1965,1965,3
['the fortunes'],Here It Comes Again - Remastered,1UGRl3kBWlc0aEe2jafsyZ,3fCrHxhyBJAOwsC88DFsNE,['4GpIeE34rBNFppvYsWle9c'],1965,1965,18
['boudewijn de groot'],Een Meisje Van Zestien,30EmdbhfuBgKd9jtQQag9r,3jQCW6iuKAnDYZN9j67eiD,['3h6rezLYXc5QU08SCKZtyO'],1965,1965,13
['freddy cannon'],Action,2cwnowGQztkiuCipLNi0WU,2ro1YGQ0NLPSVtUv7Kryta,['1ffNa7yLg0ncUpBm5P03pm'],1965,1965,2
['the silkie'],You've Got To Hide Your Love Away,0UexARyVkiPBtaXVCNUmJY,0v2K37YwQ6tjAxs06gQ9Pg,['1pj4SaBrb6hh9WUyg2acsF'],1965,1965,7
['dave berry'],Can I Get It From You,2NylZdlD7SljHUxt5EyID8,7iNjhLttP6e64PUEy0D4aW,['0wPdF6oU9sRm16BNvWfyRR'],1965,1965,11
['the motions'],Wasted Words,5sIS1EI7qT7R6Q79JudCnR,2Tn9pEtYTYHvx2BecQWpPw,['49V5We9hFUlL8U4jQ8XOJV'],1965,1965,16
['the kinks'],A Well Respected Man,2jePyC6keMl30hauL5uMgR,5JzAXMEtvBUC4qctJtwzhk,['1SQRv42e4PjEYfPhS0Tk9E'],1965,1965,16
['sam the sham & the pharaohs'],Ring Dang Doo,3OBJAPdVdVat3I74mhjOMW,7sZlvnsiAKTaS3iKOZAyyU,['05sRO4JdAtJGyZQOTb6kSL'],1965,1965,1
['the rolling stones'],Get Off Of My Cloud - Mono Version / Remastered 2002,1mI9T29Hu53IdDzRcPZDYg,1vc3vqfowINpMLCCyrxpOP,['22bE4uQ6baNwSHPVcDxLCe'],1965,1965,14
['chris andrews'],Yesterday Man,5BCcTvJhJ2cEAM9IUSh7vI,5eddFYfsY8fQBj8fpi6P7Q,['49czbwrhT97D0tODGwDyLs'],1965,1965,16
['bob dylan'],Positively 4th Street,4heMx0OAwfILu13Lf0VbBM,1y3abw64BlSEeFuuhjlke1,['74ASZWbe4lXaubB36ztrGX'],1965,1965,5
['trio hellenique'],Varka Sto Gialo,6xRNZHR6CHl5y87Y75sGfu,1V5VPjDhRg8PixK1E2TXoC,['0QExqgg71VY3EMisgaywsw'],1965,1965,13
['the gentrys'],Keep on Dancing,1ZgwBwwv2ZSio9vXudcoDc,2xChJllpG0ViRikaH3Dy8R,['7CX29P9at96WXxJ89hqZ24'],1965,1965,4
['dave berry'],Little Things,0eNunpcr6rswBIxuwaxEBe,3lw1sEaBmKlMoBpYoCMzTd,['0wPdF6oU9sRm16BNvWfyRR'],1965,1965,6
['the who'],My Generation - Stereo Version,6awTbDHgM907tGecNQYPaV,05XrdYLJKZgLnYUgWPyQ23,['67ea9eGLXYMsO2eYQRui3w'],1965,1965,16
['the yardbirds'],Still I'm Sad,3WCKK85ADLmVIO4f8cIzgS,0lYmtEuL0fLXPP4XKr5O8K,['2lxX1ivRYp26soIavdG9bX'],1965,1965,9
['de maskers'],"Baby, Baby, Balla, Balla!!!",2oJMf5PobgFPSJ3Dde268T,2dBKDUdisjPcYyQfvJJOvm,['6OZpubN5fNgAFcOrRYX0rr'],1965,1965,13
['the animals'],It's My Life,2IXGIhLcTl5WsCcFYuq3Tt,1v4O55JGou3T0Vlj06fdXz,['3ICflSq6ZgYAIrm2CTkfVP'],1965,1965,10
['the seekers'],The Carnival Is Over,0wIeP8XM4ixInQCusJDe3V,2bhcZbOcrAFH69kD3TLFB0,['7dedWAqd0IKTdCiqiadUrV'],1965,1965,17
['dave berry'],I'm Gonna Take You There,0dQdTyMLKjmipPR8DcFiR8,683jIJt9tHSvxnyvfVTmcD,['0wPdF6oU9sRm16BNvWfyRR'],1965,1965,15
['the byrds'],Turn! Turn! Turn! (To Everything There Is a Season),5qBqBdfTEIWJwAS0Jm2F5R,3v0i9qyogPoQEQj2bG6Fmn,['1PCZpxHJz7WAMF8EEq8bfc'],1965,1965,11
['len barry'],1-2-3,29qvTRsGXQZtkd41f91Eng,62mXUmDITTTj1GhSRj6pMK,['6ucE2HrZFQLwE0ta1QSC2w'],1965,1965,11
['drafi deutscher'],"Marmor, Stein und Eisen bricht",70gS6bjAjFc96IIunuRj1c,2YzyWrlcyNyPNLT7xsvUKH,['3AzUhAlIf00iaylhLVwszM'],1965,1965,18
['the vogues'],You're the One,49hCnfi6npuOaloyJL4Cfw,4pg867hgh6WOJaCplDttIf,['0Ma8KxtvoIDSU5fHtuTS9F'],1965,1965,8
['het'],Ik Heb Geen Zin Om Op Te Staan,4i0HqFY1cggDYuzts5I4bL,5v4ZgunI2ScuGPuTOv90xK,['1niMQvL46zqZ7kHrfqFZNA'],1965,1965,13
['bob smit & the duke city sextet'],Ik Heb Me Weer Vergist,0Uyl6ZCHXgiBW1EfEPjZjt,7aRjoPQ3OjMqUQS10W8B1t,['4yFGeDevG1iIHEryWKl7iL'],1965,1965,13
['herb alpert & the tijuana brass'],A Taste Of Honey,6gJyJsLvGVCQane5HVV9rC,4D5g4h22sVd5m8mBEZAzpn,['09L3cUdx0hq6qn5bKuJJ4I'],1965,1965,4
"['roek williams', 'the fighting cats']",I'll Cry,4411tLlgXpkT0PszArWge9,201rcyJn18mpv7BeHHxA4Q,"['2vFwa5FXUiDsoj3KzoMD7t', '18OtofAK5g4sZ3rZC5hdWx']",1965,1965,1
['the beatles'],We Can Work It Out - Remastered 2015,0Lckblu9CJUXOeMV0XY3b9,5ju5Ouzan3QwXqQt1Tihbh,['3WrFJ7ztbogyGnTHbHJFl2'],1965,1965,14
['the supremes'],I Hear A Symphony - Mono Version,005X0FmdtkM1kiutosXLTR,5K23ycKA0TKPspiOf9xf7X,['57bUPid8xztkieZfS7OlEV'],1965,1965,3
['chris andrews'],To Whom It Concerns,4ulV8qGS2UahRkyqU9giJq,5eddFYfsY8fQBj8fpi6P7Q,['49czbwrhT97D0tODGwDyLs'],1965,1965,18
['the kinks'],Till the End of the Day - Mono Mix,014NOunS25K1LbcM6DlQ5I,6CkUizIuE5xqy2MwfkbsCM,['1SQRv42e4PjEYfPhS0Tk9E'],1965,1965,14
['sandie shaw'],How Can You Tell - 2004 Remastered Version,3jOM02mX57IGekUbGy6OIE,03il1KCFDPjPclTdWTQXjS,['5uxkcHbgyNbyzq1nyChvCa'],1966,1966,1
['the searchers'],Take Me for What I'm Worth,1GJXmWqzjcPdGsLtVUjtdY,7KBVP5qrxpkgQqdi3LBRTO,['4QmkLL9JOqM9dusHS1Hghe'],1966,1966,7
['cliff richard'],Wind Me Up (Let Me Go),1xzfijprjSIjIhlVQGf8sb,0SW33rIKZ2v0EmfqRLKufz,['2nvKpWcP8etYTq4JrRiUiy'],1966,1966,3
['the phantoms'],Tormented,57b3NBZasQaliHL0hoh3kq,1T3OxLI7FaOZ2yzTmLdikK,['3lsDZMAQEyfZFoPKXG206d'],1966,1966,8
['willeke alberti'],Morgen Ben Ik De Bruid,78cz0SmR2T67fHKdhGdtfx,39BzI7vL8N9czgVxsstZO3,['7monj8DXxygyUqgx7ncylV'],1966,1966,8
['simon & garfunkel'],The Sounds of Silence - Acoustic Version,5y788ya4NvwhBznoDIcXwK,5pnJrocLlZ3FWEbcr2PTz0,['70cRZdQywnSFp9pnc2WTCE'],1966,1966,13
['roy black'],Ganz in Wei√ü,5yn2RO6o892198NcAu2uRz,1D8wTu4bpL6lZL0Xy9wpK4,['6MZV0zLjOvDN1gIYUB2GxB'],1966,1966,9
['christophe'],Les Marionnettes,09GUYIKh581tzMdZefI2p7,5rkcM7RoLc8on8sK1zoP1b,['6MmRTVIPIe35OsFqWgRKQJ'],1966,1966,5
['the beatles'],Michelle - Remastered,0yZEKwCNhkyaqk1ZyCZU7A,3OdI6e43crvyAHhaqpxSyz,['3WrFJ7ztbogyGnTHbHJFl2'],1966,1966,16
['herb alpert & the tijuana brass'],Tijuana Taxi,7JH6N7qstfxRhaB7PjiE9q,0VqOfYQxQomNWHAiB9MHm2,['09L3cUdx0hq6qn5bKuJJ4I'],1966,1966,9
['the fortunes'],This Golden Ring,75KejTO7zmQtZLnnM6rLEq,01uhKvqRHwyW8B5S6qdfH7,['4GpIeE34rBNFppvYsWle9c'],1966,1966,13
['dave berry'],If You Wait For Love - Alternative Version,0teDj7AsmymgAsluW7RM90,7iNjhLttP6e64PUEy0D4aW,['0wPdF6oU9sRm16BNvWfyRR'],1966,1966,11
['the spencer davis group'],Keep On Running - Mono Version,6ftH8Mtm6seGGTA8e4jooj,3Z0XNzsJC1cY6szFkxVE1h,['3i9hP422d2KMjaupTzBNVS'],1966,1966,10
['the beach boys'],Barbara Ann - 2001 - Remaster,2pw36KAhXcFPmYaPHmuMNd,47VjIh8rgyMJJHNR98w0Kw,['3oDbviiivRWhXwIE8hxkVV'],1966,1966,9
['the rolling stones'],19th Nervous Breakdown - Remastered 2002,6P4rgaupbfWv2Bmz0nJ1lS,3UByPFj5ymycKKnxRkGDRu,['22bE4uQ6baNwSHPVcDxLCe'],1966,1966,15
['the motions'],Everything That's Mine,0M68IpaSjwTL81Fu2gJ1wi,2Tn9pEtYTYHvx2BecQWpPw,['49V5We9hFUlL8U4jQ8XOJV'],1966,1966,9
['milly scott'],Fernando en Filippo.,4ZIz2gCnYgEP2TJWLyIhrh,6WvfGdqBJHKPkBlxRQJBmX,['5gGLix2vAoX16XdTc3Aaf5'],1966,1966,6
['nancy sinatra'],These Boots Are Made For Walkin',2nwCO1PqpvyoFIvq3Vrj8N,62FTy4WqUxi3paBlxOhh4M,['3IZrrNonYELubLPJmqOci2'],1966,1966,16
['sjakie schram'],Glaasje Op ... Laat Je Rijden,4gNQZg4mj42ii9CtmRriAw,3olYePqSyCQeR2jvXwKhiD,['2KnzTjr0eagWmhB5JHZD8i'],1966,1966,15
['petula clark'],My Love,2j1GzI1DwpEado5Rjw0wxk,4pvPAWiVRHdnVXkOt49sKk,['6nKqt1nbSBEq3iUXD1Xgz8'],1966,1966,9
['sandie shaw'],Tomorrow - 2004 Remastered Version,2CFeAORFZ5NQTsUb5utlOo,03il1KCFDPjPclTdWTQXjS,['5uxkcHbgyNbyzq1nyChvCa'],1966,1966,5
['barbra streisand'],Second Hand Rose,4snR6myh4KgWiZVdK5925N,03LP0iA5hWsCVeDFHMV7Z8,['7jmTilWYlKOuavFfmQAcu6'],1966,1966,16
['toon hermans'],Sien laat es zien,1JsqIisl5nLqbNE1fxlFd5,3Ht6a7dbWmPZnJdS0pXRmk,['3Uo8Ydn4TQ6Xq3W1oN4z0h'],1966,1966,11
['cilla black'],Love's Just A Broken Heart - 2003 Remastered Version,6ytIKEFnw7D8AQ8oIGk4dz,2yTmZK8Sr5F04IqcQqt6wf,['3bCvHtuIXWXPbCMdSYudmZ'],1966,1966,1
"[""q'65""]",You're The Victor,23czcI17D5XDP5zav60Z9q,5FqrWJugflTM5YyjrkhRr4,['2gaNCDWEC4FeANd9uJKelZ'],1966,1966,13
['hu & the hilltops'],Cry Me A River,5ZD2qMA4ejiU7hScXDiA5h,2RXgUQfQiwNKHP4OVTlyua,['01FWXZs6BHTtPQHqgeQntD'],1966,1966,6
['crispian st. peters'],You Were On My Mind,6WnzRZVxxS3vPABS9DK02q,1LVaEOnz3ZJbA01HKTI1ni,['3Y9xnCbmXGhmpJymwpnxCz'],1966,1966,16
['small faces'],Sha La La La Lee,1dDqMSTj2MVKjTs2Mbza8S,271BmmcNClDA0BHCz8pXPJ,['1YqGsKpdixxSVgpfaL2AEQ'],1966,1966,4
['the kinks'],Dedicated Follower of Fashion - Mono Mix,1K61z11CzBUxkwOhtSzq2a,6CkUizIuE5xqy2MwfkbsCM,['1SQRv42e4PjEYfPhS0Tk9E'],1966,1966,15
['udo j„ºrgens'],Merci Cherie,29wXI6B7d5vy3iPfXhYMuP,20OmM7msF0aALXBhaWgUFI,['2G0htB8PxlO2onxnIismur'],1966,1966,8
['the mindbenders'],A Groovy Kind Of Love,2YY3lajmdW7oKBHR1heeK1,5McYcCiBlQAN0TG456mxVk,['16QtUGLCcAypi0eZJsu0zd'],1966,1966,1
['the byrds'],Set You Free This Time,1M0f0Tz3zEAZ8tBKAlVGHF,3v0i9qyogPoQEQj2bG6Fmn,['1PCZpxHJz7WAMF8EEq8bfc'],1966,1966,3
['wim sonneveld'],Tearoom-Tango,3vJRgNNPQlhFzD4PWhIY45,39BzI7vL8N9czgVxsstZO3,['6PeXy9NJcXE6CUH12YsboM'],1966,1966,12
['otis redding'],My Girl - Remastered Mono,5zQyqgNXKzhifkivumzxDS,68BCjMsHX4Gf11BJSkjwGz,['60df5JBRRPcnSpsIMxxwQm'],1966,1966,2
['the animals'],Inside Looking Out,77Yb8RXP7vyBrCb7g2CQbv,7FDy2xgipAapbf3bRA8Vuv,['3ICflSq6ZgYAIrm2CTkfVP'],1966,1966,6
['al martino'],Spanish Eyes,258QLnen3lxVYuM7cGYz1o,75kTa0eZdoHREIwG7aAX0p,['7egNqIGRldMzifHoh8pib6'],1966,1966,19
['simon & garfunkel'],Homeward Bound,03VXrViYqJpdhuBEV0p0ak,5dqFVDJ9lPRBCqEzufd8sF,['70cRZdQywnSFp9pnc2WTCE'],1966,1966,13
['bert kaempfert'],Moon Over Naples (Spanish Eyes),2bgQgqszkKBYPtIl4GtvXV,7E71iFeYTLyOq6SNrEyW3c,['2s6JabvZdqVQhfOsaxCSFX'],1966,1966,10
['de maskers'],Three's a Crowd,6DHmdRW0i9jk80RDPEyj0r,4T86RNZXK4JF2dIwJRztIM,['6OZpubN5fNgAFcOrRYX0rr'],1966,1966,1
['peter and gordon'],Woman,7zd7QV2lCDGGmwOxMiULVY,2Eabt9Pi7zWreJJxcNkIw6,['6lHC2EQMEMZiEmSfFloarn'],1966,1966,13
"[""the lovin' spoonful""]",Daydream,3c06k9x6MHHdPQi3ix68yF,678WzpMIeszIatLVnczSnS,['7CCn4PFRRRZF127jtCBAUe'],1966,1966,11
['boudewijn de groot'],Welterusten Mijnheer De President,75MBgR1T83zzuYVyuW6B4q,6RWqHflqY4Y5AFmSfvVOiG,['3h6rezLYXc5QU08SCKZtyO'],1966,1966,12
['the who'],Substitute - Single Version,2SWpDaorS0j7fXFj9AJtFG,7FM0R2wDKptx0uEMCboGTz,['67ea9eGLXYMsO2eYQRui3w'],1966,1966,14
['the hollies'],I Can't Let Go,32fWqBY388oQqEtDCXKMil,5ourevL93kFzjWH6lIyT42,['6waa8mKu91GjzD4NlONlNJ'],1966,1966,6
['sgt. barry sadler'],The Ballad Of The Green Berets,0yjNmllr3Ew6f97TqPuEqa,0pNEKMHYapOPzulMsRdupj,['5r0O4LLn9wHEuYxKmGzUB5'],1966,1966,3
['het'],Kejje Nagaan,6XNniDxHtDvPIQDQJcjJoo,5v4ZgunI2ScuGPuTOv90xK,['1niMQvL46zqZ7kHrfqFZNA'],1966,1966,6
['cliff richard & the shadows'],Blue Turns To Grey,1EFTrexQccSzvYyNiKgHo4,0SW33rIKZ2v0EmfqRLKufz,['4IdvJZeciaa37wYr2qBpjm'],1966,1966,7
['the spencer davis group'],Somebody Help Me,7MNCEECpRUaWjOyLtOxpsz,3nvX7hDCQEoLGNanrOcA2R,['3i9hP422d2KMjaupTzBNVS'],1966,1966,7
['cher'],Bang Bang (My Baby Shot Me Down) [1990 - Remastered],6LLK7hZgXFYi5Jk4oRQvAl,2aMAvNGDGXOdTqmeSdGyMg,['72OaDtakiy6yFqkt4TsiFt'],1966,1966,10
['the beach boys'],Sloop John B - 1996 - Remaster,2ULL3VZf4WwBKO4vjwT7Bg,6GphKx2QAPRoVGWE9D7ou8,['3oDbviiivRWhXwIE8hxkVV'],1966,1966,20
['the jets'],Pied Piper,61u3ScghE9jVjNB7gvlHBW,683jIJt9tHSvxnyvfVTmcD,['3AHq6rutf72JF0ul8GB6G2'],1966,1966,15
['freddy quinn'],Hundert Mann und ein Befehl,1HjG58bdV4GVYmRTHHphlv,48ARZZrMQkP4W7kGOoWr2T,['18mGtkaRoIjbOaGT1rykKP'],1966,1966,1
['gert en hermien en fred en helen'],Corsica D'amore,4aQgF3FT6UGcdYFPPTYaGg,6TXksrzqOiBumqHgIvQ04o,['23c9J0D1XARxBiaAB9MtOk'],1966,1966,9
['the who'],A Legal Matter - Mono Version,38iklaa91N0c0OHgbLJQAq,20RWKGv69hDICPyb2j1RvN,['67ea9eGLXYMsO2eYQRui3w'],1966,1966,6
['the motions'],Why Don't You Take It,6oJAoZAOhdhzFetKlMZmn0,2Tn9pEtYTYHvx2BecQWpPw,['49V5We9hFUlL8U4jQ8XOJV'],1966,1966,14
['the righteous brothers'],(You're My) Soul And Inspiration,6v6H5xbBOP4xA2Miff0d8n,4DqpBtVog6v7Tfg904kHNF,['4b0WsB47XCa9F83BmwQ7WX'],1966,1966,3
['neil christian'],That's Nice,0xh3jflLkXa7aWbgYBhQBT,6dzelaJfIHlmEN9M1zoddi,['1Vkpl6UTSmF51Mrb9EwAjc'],1966,1966,11
['nancy sinatra'],"How Does That Grab You, Darlin' ?",3l35DNYvWELcX1z1DIZ6Tf,7dC9EutCtygeEpefdcjWTL,['3IZrrNonYELubLPJmqOci2'],1966,1966,4
['ronny'],Eine kleine Tr√§ne,6ShIKVfvmELK4aAGaXMRON,46IV8qi6oXlOXo1U1bhAXA,['1y5d1LmE706jNPVBsE0n0X'],1966,1966,1
['the searchers'],Take It or Leave It,3W13wcrbjPG1MAoWEEZmMW,7KBVP5qrxpkgQqdi3LBRTO,['4QmkLL9JOqM9dusHS1Hghe'],1966,1966,15
['dusty springfield'],You Don't Have To Say You Love Me,1uLwVWTOpMqNkBsjpR1WB8,1nqFVeqOlIVan8xkKX0O6j,['5zaXYwewAXedKNCff45U5l'],1966,1966,10
['the pretty things'],Come See Me - Bonus B side,6ZDvzivlonsKgQ2MwdVNK2,7uj8Fy1hK26raJLQMUG6pv,['5U16QlMnlSAhkQxBZpLyLO'],1966,1966,2
['the yardbirds'],Shapes of Things,4wUEyxnu0u0r5Ht2zLI79b,0lYmtEuL0fLXPP4XKr5O8K,['2lxX1ivRYp26soIavdG9bX'],1966,1966,1
['ray charles & betty carter'],We&apos;ll Be Together Again,7xCgINcpBnik0PWHdBHwba,0a6czTkaql61A45cUM4gG8,['44AItsYL3hIh0Oglfz8YGA'],1966,1966,4
['bob dylan'],Rainy Day Women #12 & 35,7BkAlVpGwXXl3sYNn5OoJ7,4NP1rhnsPdYpnyJP0p0k0L,['74ASZWbe4lXaubB36ztrGX'],1966,1966,10
['manfred mann'],Pretty Flamingo,1UgKjjafmYDSgJ66NbIcBV,0zwLBIFXdXAEJnPmNVhrV0,['5670CyWrIOA7702gNjsGMZ'],1966,1966,9
['the beatles'],Bad Boy - Remastered,10DeVYNPC8fECX9bpb6jUz,2gWdZgWwc5oFrupvoo8pSJ,['3WrFJ7ztbogyGnTHbHJFl2'],1966,1966,5
['frank sinatra'],Strangers In The Night,4yRPGDmtIWZjhIPcEvPxsF,6eDqmBWwrp7VTToRzH49Wv,['1Mxqyy3pSjf8kZZL4QVxS0'],1966,1966,16
['roy c'],Shotgun Wedding,3jS5sRVzISjBPj1NDI2fK6,2SRAUEBCuXf5WynzFuhmCN,['5ghp5ErAmXs1NTonjBM5kT'],1966,1966,6
['the outsiders'],Lying All The Time,3P7uGL2BiorJhuRcgsRe9E,0yU3RDsvuuY2rtfmKUxDR8,['0GNQIRU9f9Zf2aQqErkDYu'],1966,1966,16
['percy sledge'],When A Man Loves A Woman,51FpzuGkRYXFgsE2zXt9av,0lj5tDBUt1i1b1Llobu23M,['3rRmDmzPcAFwcUDvG5gBqO'],1966,1966,11
['the troggs'],Wild Thing,2cM6hAcaR3zsh2oYYV2MWU,2TG4d4Y39z7yDW7iTmVi6v,['57xdnSVt4ahJCIXYLieQ25'],1966,1966,12
['the byrds'],Eight Miles High,5v3utF8InHZKd8JZJK5rCx,1MpYGjBsBZm2wW8fvf10OO,['1PCZpxHJz7WAMF8EEq8bfc'],1966,1966,6
['simon & garfunkel'],I Am a Rock,0byOqNZN9ailhoORv5Ps0Z,07RAGILF28QweYQSZasr5k,['70cRZdQywnSFp9pnc2WTCE'],1966,1966,10
"[""the lovin' spoonful""]",Did You Ever Have to Make up Your Mind?,06YcuDoEZvMcxgzvtzJTz4,5bx2ZHa0KUDMD5T0r9V030,['7CCn4PFRRRZF127jtCBAUe'],1966,1966,7
['trio hellenique'],Ella Ella,3P3QFuJz7lqB2U7RhQqKJo,0Z6UZESAKlCcRkQpDVeYXO,['0QExqgg71VY3EMisgaywsw'],1966,1966,9
"[""q'65""]",The Life I Live,3IhHkd0OPXZc6hNLD4N8Ao,6b00wZnLXMXTvjh2zdaNVg,['2gaNCDWEC4FeANd9uJKelZ'],1966,1966,14
['the animals'],Don't Bring Me Down,1rAE0Jf4uJ08ZebPhhRe66,7FDy2xgipAapbf3bRA8Vuv,['3ICflSq6ZgYAIrm2CTkfVP'],1966,1966,7
['sandie shaw'],Nothing Comes Easy - 2004 Remastered Version,3xHrFGO7uKJUAZgzcV42YV,3m6AcoRdn77cWFT2ifdfSN,['5uxkcHbgyNbyzq1nyChvCa'],1966,1966,2
['the beatles'],Paperback Writer - Remastered 2015,4VFYrwy5mEuZeBywCplc2j,5ju5Ouzan3QwXqQt1Tihbh,['3WrFJ7ztbogyGnTHbHJFl2'],1966,1966,9
['the merseys'],Sorrow,4WPaElpqEaCqhOngqXL5jX,3vtz3bQkZQ9lQ881fn6nBJ,['0Q8xbWd8jA4oLMUDV2kxZj'],1966,1966,3
['michel polnareff'],La poup√©e qui fait non,3OqYJWnF2v4B88YHEPuOmD,4V5xtW0tFqjJUlAWHHv1Rg,['7aKldvGENbL4bj8TCWHuhT'],1966,1966,14
['hu & the hilltops'],Something You Got,1LDHa8XunfU0k6JqaVovZn,201rcyJn18mpv7BeHHxA4Q,['01FWXZs6BHTtPQHqgeQntD'],1966,1966,2
['rob hoeke rhythm & blues group'],Margio,032NyH0MQyXj8W5aAuSVOB,0tKNNWnCvkdCDqE9TsiViI,['53U5Zivd4Oivjx01mODId4'],1966,1966,12
['the kinks'],Sunny Afternoon - Mono Mix,5NTH2uKOrXuNTrVKZwArwM,4MX4LC8Cqur4D5OPEYjV6J,['1SQRv42e4PjEYfPhS0Tk9E'],1966,1966,12
